t,alpha=-2,alpha=-10,alpha=-20,alpha=-50,alpha=-100
7.530000000000000027e-01,3.345215298188414232e-01,-5.231410518079482319e-01,5.089700905078534121e-02,-4.900999798428153781e-02,-5.574675847470078605e-02
7.540000000000000036e-01,3.385500035346685754e-01,-4.558046303771604579e-01,5.441485791832243596e-02,-6.083199025536686899e-02,-6.003773761243382662e-02
7.550000000000000044e-01,2.809707797103491722e-01,-4.555444366466306905e-01,-2.747637367900462174e-02,4.805459297130131036e-03,-1.099874942379354958e-01
7.560000000000000053e-01,3.250347481391506199e-01,-4.515915097750236584e-01,-2.504277447390447150e-02,-1.757942543653034581e-02,-8.582835275122664698e-02
7.570000000000000062e-01,3.515552475034360302e-01,-4.212671863902025526e-01,-4.635055410107737084e-02,2.465503055516342010e-02,-9.269061442102302650e-02
7.580000000000000071e-01,2.997814717202029744e-01,-3.955487998308594433e-01,-2.533573507363736169e-02,3.034674184810044750e-02,-1.017738787773182080e-01
7.590000000000000080e-01,2.995212276588722911e-01,-3.767078411004078364e-01,-4.259819461035891514e-02,2.074138859218165043e-02,-8.199851885904606286e-02
7.600000000000000089e-01,3.208112702970346009e-01,-4.521537790668170853e-01,-3.289740274569966094e-02,-2.786301069569662933e-02,-9.121989409875214116e-02
7.610000000000000098e-01,3.483671306536946233e-01,-3.794786127017014676e-01,-3.945523519047101912e-02,7.898055621752445715e-03,-1.153380831539546625e-01
7.620000000000000107e-01,3.434811793618022802e-01,-4.439112239110824532e-01,-5.512642943906180537e-02,1.680855413436378731e-02,-4.857947948732095622e-02
7.630000000000000115e-01,2.770776773044054120e-01,-4.507413850238872755e-01,-1.064774038722888366e-01,5.617843263028931416e-02,-4.510552145818109288e-02
7.640000000000000124e-01,2.380165555509037301e-01,-4.564071485131186434e-01,-1.216313131870355724e-01,5.513817666537207396e-02,-7.072163401087669388e-03
7.650000000000000133e-01,2.716851635643864338e-01,-3.965151537691408157e-01,-1.096660329516439825e-01,8.895594357972469446e-02,5.743519597699084552e-03
7.660000000000000142e-01,2.565556691234646691e-01,-4.178088824791766909e-01,-1.142925613749124908e-01,9.396571387659262420e-02,4.059594267856376365e-02
7.670000000000000151e-01,2.498410495004503296e-01,-4.258534088277901031e-01,-7.152195613659637075e-02,5.826093389476924567e-02,7.063736615017479625e-02
7.680000000000000160e-01,2.519105273836388381e-01,-4.113896901372323112e-01,-6.878312235596302504e-02,4.329765690902876579e-02,3.613511254524151561e-02
7.690000000000000169e-01,2.137259112323489085e-01,-4.296496405450589418e-01,-9.044891221044752683e-02,6.383185701274882162e-02,4.859806646414806947e-02
7.700000000000000178e-01,1.974874846517336024e-01,-4.004795940570051171e-01,-5.654046557670933809e-02,5.440303157312701560e-02,4.428144626333386374e-02
7.710000000000000187e-01,2.414697664674853861e-01,-3.460472101913474319e-01,-9.205910727478894273e-02,8.834727401499584132e-02,5.630533115269244215e-02
7.720000000000000195e-01,2.263836985376641575e-01,-3.657099868801160780e-01,-1.721426893400029856e-02,1.057704841329353829e-01,9.868794502720802664e-03
7.730000000000000204e-01,2.368144853646985126e-01,-4.041507338025602802e-01,1.406070446373659452e-02,1.037511945612041991e-01,-5.167952160715730617e-03
7.740000000000000213e-01,2.528215005502957302e-01,-4.431601362515023568e-01,1.658872278893401900e-02,1.261025545583534524e-01,-1.268575088407168650e-02
7.750000000000000222e-01,2.664964751128815479e-01,-4.752222104615397846e-01,8.797532473041498602e-03,1.127166581748891699e-01,7.096355520558116081e-03
7.760000000000000231e-01,2.886012048180482403e-01,-4.452558524433362086e-01,3.608092632350983625e-02,1.717098305647216938e-01,-7.490957471754512535e-03
7.770000000000000240e-01,2.598571738986062973e-01,-4.378719138562944813e-01,3.439675871668329554e-02,1.498403517474495850e-01,2.592475756252922772e-02
7.780000000000000249e-01,2.637752459293532525e-01,-4.186295533690226889e-01,-1.750712704531546399e-02,1.838378524738249198e-01,1.460707461945036367e-04
7.790000000000000258e-01,2.734413065122729969e-01,-4.182319488971028565e-01,9.680198339265602692e-05,2.053828162757268261e-01,6.724295401307370246e-02
7.800000000000000266e-01,2.956672872985517397e-01,-3.857956859150697415e-01,-4.137618960610191937e-02,1.747120783573006819e-01,-2.743815597056252498e-02
7.810000000000000275e-01,3.425120588040465597e-01,-3.697975016687224392e-01,-7.097470349545452473e-02,1.732816716350485675e-01,-6.012668251743162606e-02
7.820000000000000284e-01,3.185263926679958169e-01,-4.123293152508617498e-01,-1.092698258836071745e-01,2.294115630083006507e-01,-7.459299923627850382e-02
7.830000000000000293e-01,3.528841139933664994e-01,-4.505662751205157801e-01,-4.933366164021168315e-02,2.099119027252435710e-01,-2.594160399681811474e-02
7.840000000000000302e-01,3.731140229700472544e-01,-5.032257821103337525e-01,-6.766487326080571074e-02,2.067256510129133473e-01,3.081021474779695180e-02
7.850000000000000311e-01,3.747271341499480712e-01,-4.742359244354997783e-01,-9.331558288186335426e-02,1.389017953339295453e-01,1.580925211250665957e-02
7.860000000000000320e-01,3.658806069227507063e-01,-4.722188225079894108e-01,-9.200835334820790801e-02,1.475198067498424137e-01,7.261695672334854412e-02
7.870000000000000329e-01,3.885781479173142650e-01,-4.748987998544065836e-01,-1.005767671347070902e-01,1.574232217978051851e-01,2.137445888266317068e-02
7.880000000000000338e-01,3.819130281567088558e-01,-4.802027350804673467e-01,-5.674265080753750773e-02,1.845082629147045405e-01,3.782932222924245691e-02
7.890000000000000346e-01,4.253207101123658296e-01,-5.015672858514972354e-01,-1.863066651296261395e-02,2.010137200122860679e-01,2.503089649510320536e-03
7.900000000000000355e-01,4.323548264875927138e-01,-5.240737682725717939e-01,4.367756104151130497e-02,1.804068220013659296e-01,1.923341505140799268e-02
7.910000000000000364e-01,4.228165315131951485e-01,-5.223413934641732981e-01,8.284388549171736726e-02,1.640670766311038142e-01,2.911181654811209607e-02
7.920000000000000373e-01,4.067378112115105360e-01,-5.325555661533568630e-01,1.018312836547650979e-01,1.388916747938547525e-01,-3.320736690391396656e-02
7.930000000000000382e-01,3.577150411977031985e-01,-5.347408328233059782e-01,1.444627215728555569e-01,1.268882429903892550e-01,-1.318060916774810992e-02
7.940000000000000391e-01,3.171658073082986307e-01,-5.332549842552303243e-01,1.553171724580500179e-01,1.195156034877776635e-01,-2.827968433369414114e-02
7.950000000000000400e-01,3.343253904477043181e-01,-5.144528053021885095e-01,2.211580819686246868e-01,1.404145136787711967e-01,-4.457436852052260035e-02
7.960000000000000409e-01,4.145500369142947061e-01,-4.992314687591986044e-01,2.208825948719499443e-01,1.495681930244980862e-01,-5.806858534858320986e-02
7.970000000000000417e-01,4.150266740423035894e-01,-4.907202822598684122e-01,1.784916580574197331e-01,1.591362580155727680e-01,-1.941595197179427773e-02
7.980000000000000426e-01,3.949923811207953217e-01,-4.881082097201532299e-01,1.618020176116060638e-01,1.226611845960096647e-01,3.792202896088822661e-02
7.990000000000000435e-01,4.002711204402066847e-01,-4.574102719711843901e-01,9.679266983857642836e-02,1.268584901845842272e-01,3.980003144771360885e-02
8.000000000000000444e-01,4.199676706997307329e-01,-4.674873920560993490e-01,1.224350651078657953e-01,1.665447982407959882e-01,8.866775336513640915e-02
8.010000000000000453e-01,3.946347464346493528e-01,-4.330306308976119012e-01,7.639989742147897112e-02,2.164434703053652320e-01,5.734485413450443603e-02
8.020000000000000462e-01,4.296405929475791141e-01,-4.051991762574933542e-01,5.633473680332208577e-02,1.660586222359068942e-01,3.873487455280884978e-02
8.030000000000000471e-01,4.517080456392718046e-01,-4.749517303869069118e-01,1.158622233561569514e-02,1.669267389778806288e-01,3.359730085624122037e-02
8.040000000000000480e-01,4.631430463136724240e-01,-4.615474852505892511e-01,9.623230992612879023e-03,1.459121116703059884e-01,2.362018945736386877e-02
8.050000000000000488e-01,5.014705602884865776e-01,-4.528990613725394354e-01,2.575245492369416384e-02,1.904296839551131715e-01,-3.305411606355883325e-03
8.060000000000000497e-01,4.670850204994925203e-01,-4.278556243843645301e-01,2.203284632080808672e-02,2.821171721261397369e-01,1.971602206881964761e-02
8.070000000000000506e-01,4.537797816313087762e-01,-4.030450705156861657e-01,-3.673729567551243386e-02,2.401362457229418435e-01,8.179895819643363819e-02
8.080000000000000515e-01,4.541471179517381773e-01,-3.611640446666815607e-01,-6.578991974878929672e-02,2.352289117916733230e-01,5.639923633446213003e-02
8.090000000000000524e-01,4.925712985419065659e-01,-3.761407134085283932e-01,-6.318181516265203301e-02,2.446248523081656912e-01,4.490775418843442890e-02
8.100000000000000533e-01,5.553471957313339535e-01,-3.642166326597968129e-01,-5.280360193412413083e-02,3.086275629327774883e-01,4.147928014042898820e-02
8.110000000000000542e-01,5.539672290090597029e-01,-3.361533199209600919e-01,-3.545710300212054356e-02,2.917517174875228214e-01,7.555134706159061242e-02
8.120000000000000551e-01,5.863245918893518205e-01,-2.941408110255062103e-01,-2.616123608176568888e-02,2.537401115353165038e-01,8.116934586448590339e-02
8.130000000000000560e-01,5.870315244613720784e-01,-2.921524615916621936e-01,-5.092344181192524910e-03,2.045272364883014837e-01,4.095450734484643029e-02
8.140000000000000568e-01,6.214550063823379711e-01,-2.854057474696620744e-01,-3.869718447723421995e-02,2.043180456269580447e-01,2.773733172473884928e-02
8.150000000000000577e-01,5.711676654770826422e-01,-2.752573923169200909e-01,-7.028478838383192540e-02,2.147215001450595850e-01,2.757306586113716929e-02
8.160000000000000586e-01,5.840295933573227405e-01,-2.722859121206754329e-01,-5.105204990935750808e-02,2.282096876795435825e-01,5.858396092015688561e-02
8.170000000000000595e-01,5.572539249594258282e-01,-2.461248497750043451e-01,-1.360146377600577466e-02,2.659513245708657325e-01,3.749731945394824129e-02
8.180000000000000604e-01,5.519642455037299111e-01,-2.645235091846150910e-01,4.738278287216101531e-02,2.434932112764757739e-01,4.370281448487001175e-02
8.190000000000000613e-01,5.548211843606120075e-01,-2.394283329862499921e-01,5.823347018759165994e-02,2.018273654125702643e-01,3.780680901625092794e-02
8.200000000000000622e-01,5.174483699079358567e-01,-2.239857558002759375e-01,1.006134747560010201e-01,1.887856525343283576e-01,5.675381881711399207e-02
8.210000000000000631e-01,4.931934378873410463e-01,-2.250131856823007481e-01,1.087245263253576733e-01,2.523193933159991742e-01,-1.913544768514700845e-02
8.220000000000000639e-01,4.990206336087499306e-01,-2.349520433086046967e-01,7.634817753947452379e-02,1.815843455249957772e-01,-5.932535589737164550e-02
8.230000000000000648e-01,5.659896940866477877e-01,-2.584495085563970340e-01,9.083681457747885823e-02,1.456514307803832287e-01,-4.179497091229641970e-02
8.240000000000000657e-01,5.807761255259622502e-01,-2.934653595066461507e-01,8.962231572032075544e-02,1.372373440651215026e-01,4.262186334135616150e-03
8.250000000000000666e-01,5.992663256005559269e-01,-3.622042924083052617e-01,1.477457153346318219e-01,9.469114132854150601e-02,2.526719063321073225e-02
8.260000000000000675e-01,6.679728269273181862e-01,-3.277131259124151375e-01,1.578626916127444102e-01,3.154717471943103979e-02,-2.758453960999237078e-02
8.270000000000000684e-01,6.959376480955615785e-01,-3.167999468317990730e-01,1.608668575388430833e-01,4.186980085207291785e-02,5.072333608992184856e-03
8.280000000000000693e-01,7.135723353156078197e-01,-3.184328940020966781e-01,1.651973221511483791e-01,7.262698079770223136e-02,5.934601305880309735e-02
8.290000000000000702e-01,6.790158772476784232e-01,-2.872294828841595593e-01,1.924320492914031178e-01,1.183212546892469658e-01,4.379777152807548535e-02
8.300000000000000711e-01,6.467072946876374351e-01,-2.699754614496424621e-01,2.098984246531817588e-01,1.405509097161243004e-01,4.036649698912334744e-02
8.310000000000000719e-01,6.489783457451151483e-01,-2.544704637646284517e-01,2.229100923499305609e-01,9.992177128461848801e-02,1.267823514213158032e-02
8.320000000000000728e-01,7.012018184729145176e-01,-2.703315136746269332e-01,1.479740093072956786e-01,1.201445509262265288e-01,-4.722771164529312657e-03
8.329999999999999627e-01,7.012454405417083425e-01,-2.761406815768052136e-01,2.088945290567314483e-01,1.231206748179747706e-01,-2.316779267674557233e-02
8.339999999999999636e-01,7.168485088224909596e-01,-2.942472210449887382e-01,1.684788872480937061e-01,1.653260536523617485e-01,4.735727046634348458e-02
8.349999999999999645e-01,7.158026952717623237e-01,-3.119953655695734684e-01,2.087514367115047009e-01,1.724611237690784615e-01,1.054541814039882675e-01
8.359999999999999654e-01,7.423998497271040442e-01,-3.479674460520285062e-01,1.836607745721094420e-01,1.724728875985745147e-01,1.281459852578213932e-01
8.369999999999999662e-01,7.631655107079401423e-01,-4.023282414406649243e-01,1.706136921308474275e-01,1.589961826007153523e-01,1.311576136316920660e-01
8.379999999999999671e-01,7.455209081289410067e-01,-3.948987116617205251e-01,1.321399551261469574e-01,8.421492299669593173e-02,1.127022883650651841e-01
8.389999999999999680e-01,7.548173529461486009e-01,-3.605893749844780727e-01,1.489940357264878945e-01,1.179911114114599868e-02,1.617927733401955392e-01
8.399999999999999689e-01,6.985556487300013107e-01,-3.752571725724450080e-01,1.413730764282162822e-01,5.982519698966518723e-03,1.138343964006313380e-01
8.409999999999999698e-01,6.700489004311588337e-01,-4.227388034527103655e-01,1.215981241166353699e-01,-6.540245873831312083e-03,1.080023349149166478e-01
8.419999999999999707e-01,6.207245562919303516e-01,-3.885304108511992704e-01,1.870969090625609343e-01,-2.883549673744055172e-02,5.642756254680186823e-02
8.429999999999999716e-01,6.250807917979842587e-01,-3.614397144259638983e-01,2.225763543988371063e-01,-6.971350835900003151e-02,9.452008175982749838e-02
8.439999999999999725e-01,6.648965279268470585e-01,-3.188722573525594184e-01,2.266933446648832229e-01,-3.986637223400327223e-02,7.869739100835859702e-02
8.449999999999999734e-01,6.400833430914455446e-01,-3.249954987895138370e-01,2.604203004570920799e-01,-9.858484988565410778e-02,6.697957501160640981e-02
8.459999999999999742e-01,6.387739086903578833e-01,-3.221873788360020141e-01,2.401966581132112533e-01,-1.139785277916809392e-01,6.098956009532036787e-02
8.469999999999999751e-01,6.789636463083081885e-01,-3.580983330218542315e-01,2.739046381020013299e-01,-8.847036723549420167e-02,1.040889318230876215e-01
8.479999999999999760e-01,7.583715754389033226e-01,-3.719505069928983887e-01,2.405237268705347764e-01,-9.075335040693210953e-02,1.539218703808163391e-01
8.489999999999999769e-01,7.562723997613545190e-01,-3.719817482198070069e-01,2.422587328725910871e-01,-1.369772837956858003e-01,6.845638341696180795e-02
8.499999999999999778e-01,7.408664699410026921e-01,-3.791824989532888712e-01,2.357351511577242265e-01,-9.699452554044735164e-02,3.630887059143952933e-02
8.509999999999999787e-01,7.143219000646446881e-01,-3.490295793431378302e-01,2.328450416554418700e-01,-1.003744849844202952e-01,-7.177436863147874935e-03
8.519999999999999796e-01,7.233723109854660605e-01,-3.987597114265339915e-01,3.051211783768217889e-01,-7.527649652540704950e-02,3.280581612152327908e-02
8.529999999999999805e-01,6.930217625120077551e-01,-3.751995978781828001e-01,2.954568874878651941e-01,-7.055098779429788691e-02,-6.964991767000196232e-03
8.539999999999999813e-01,7.197278865645678758e-01,-4.029491050704694377e-01,2.491749848727869976e-01,-6.791328574267407880e-02,4.748880540202835010e-02
8.549999999999999822e-01,7.101329429671917604e-01,-3.873485624382977943e-01,2.006238160012729088e-01,-5.482434347696227978e-02,4.913037779509744213e-02
8.559999999999999831e-01,7.389008934392797823e-01,-3.453088596697713730e-01,1.818057237387844804e-01,-8.090289946445271274e-02,3.437562340366900893e-02
8.569999999999999840e-01,7.924247709770229076e-01,-3.876575026390113310e-01,1.598760850478444795e-01,-1.021969053733770144e-01,3.884496846095206873e-02
8.579999999999999849e-01,7.896244501522621251e-01,-3.923060507879614356e-01,1.250989791492241876e-01,-1.122672575425734121e-01,4.858693495144943836e-02
8.589999999999999858e-01,8.160444416485144181e-01,-4.419440872103915785e-01,1.040885127375037328e-01,-1.107457608784715164e-01,-1.947108695487237418e-02
8.599999999999999867e-01,7.887998582363684452e-01,-4.538571353436509082e-01,4.299075171028576142e-02,-1.881031118537256352e-01,-3.356702367448574642e-02
8.609999999999999876e-01,7.840590861716242310e-01,-5.192840838178562901e-01,6.065029322731405048e-02,-2.312825167508596180e-01,-6.465497328990463255e-02
8.619999999999999885e-01,8.712849509287208249e-01,-5.569288719509001284e-01,1.393346124608753067e-01,-1.651126119903816303e-01,-2.586178580209497202e-02
8.629999999999999893e-01,8.366721296649957118e-01,-5.570392894875371148e-01,1.848958343073807131e-01,-1.692103533611045429e-01,-6.436091964162450607e-02
8.639999999999999902e-01,8.999391277485764284e-01,-4.871140484418856609e-01,1.739146047511010429e-01,-1.628933816953586633e-01,7.791480972980241448e-03
8.649999999999999911e-01,8.997375330439030261e-01,-5.285574782008990447e-01,1.965512700748348607e-01,-1.521485706392675941e-01,6.900677441856331931e-04
8.659999999999999920e-01,9.118321454252807934e-01,-5.338075048086888819e-01,1.609964938591197936e-01,-1.870340041263263697e-01,3.956326423551990296e-02
8.669999999999999929e-01,9.480213668947647943e-01,-4.993539285798398453e-01,1.993194436701170302e-01,-1.853553495960411079e-01,6.059275083413436652e-02
8.679999999999999938e-01,8.957449225667893922e-01,-4.831388993624294304e-01,2.195689101457346526e-01,-2.166300163989974825e-01,5.127918043111060614e-02
8.689999999999999947e-01,9.207864076431055977e-01,-4.989294489610932581e-01,2.143375206916075248e-01,-2.182692257027330496e-01,5.618852831869330239e-02
8.699999999999999956e-01,9.855293393000353896e-01,-4.857438191616618717e-01,2.560643238772339902e-01,-1.677264377154660813e-01,1.229813724663726127e-01
8.709999999999999964e-01,1.004705224016696263e+00,-4.688049663225715702e-01,2.562312796029304063e-01,-1.467225033987918092e-01,1.643987017507169690e-01
8.719999999999999973e-01,1.055863908735781731e+00,-4.564047581617669547e-01,3.128570957017268173e-01,-1.148062026828602922e-01,1.920874326398910870e-01
8.729999999999999982e-01,1.078964559024587766e+00,-4.230053981287346110e-01,3.009443575770405221e-01,-3.513373197812241777e-02,2.362947552036018806e-01
8.739999999999999991e-01,1.071802730811589166e+00,-3.544802327160593292e-01,3.325354389558256019e-01,-8.286158330838394592e-02,2.106363229597488784e-01
8.750000000000000000e-01,1.073913695989219041e+00,-3.957722367536832264e-01,3.461474914145244997e-01,-8.715609990380121519e-02,2.035683040194526672e-01
8.760000000000000009e-01,1.096656863914606372e+00,-3.231894990380643207e-01,3.633738798041513673e-01,-6.721347264081375950e-02,1.859271513448383373e-01
8.770000000000000018e-01,1.114942951703916663e+00,-3.371691733391977142e-01,3.198214562047408949e-01,-6.554741268198162329e-02,1.690640026457643219e-01
8.780000000000000027e-01,1.147716880283457641e+00,-2.973149343652523036e-01,3.538855758962810572e-01,-8.431979018591814756e-02,1.456510283434584163e-01
8.790000000000000036e-01,1.082047807376228077e+00,-2.831698358542467098e-01,3.513552553421667723e-01,-1.103344996118737625e-01,1.339812851799465354e-01
8.800000000000000044e-01,1.068775496324778196e+00,-2.637584320556874973e-01,3.884715296861394052e-01,-1.013358927628717349e-01,1.339296625776212335e-01
8.810000000000000053e-01,1.047389118518262663e+00,-2.354898799422313338e-01,3.597435236659073388e-01,-9.434831889719463849e-02,1.164547279770695720e-01
8.820000000000000062e-01,1.007282152377054096e+00,-2.764000294993327334e-01,3.625475142358486336e-01,-1.272672799283467993e-01,9.557584846139199897e-02
8.830000000000000071e-01,9.872706018227129787e-01,-2.622519556999710066e-01,3.536865017095630059e-01,-7.930179931416121708e-02,8.226231335664167810e-02
8.840000000000000080e-01,9.681239372214470729e-01,-2.142859256864771689e-01,4.058412112152038898e-01,-1.028391516946312589e-01,9.856800071314546219e-02
8.850000000000000089e-01,9.081735212237682653e-01,-2.004504827604116912e-01,4.016111426787107308e-01,-1.204275835453443300e-01,5.625637101230793885e-02
8.860000000000000098e-01,9.278706399731876386e-01,-1.949910188977283798e-01,3.927684127941451497e-01,-8.705561857056867692e-02,2.721588090822784148e-02
8.870000000000000107e-01,9.110130115632912862e-01,-1.823148623385233980e-01,3.616674056051764619e-01,-4.318218084973825949e-02,5.523777848675676116e-02
8.880000000000000115e-01,8.681934066028278441e-01,-2.020384266355533809e-01,2.879789615458362428e-01,-8.738287008596136440e-02,7.730282976970359599e-02
8.890000000000000124e-01,8.397358593141850402e-01,-1.895521764554968513e-01,3.069656159214956825e-01,-2.533950692645065006e-02,5.976909624033702184e-02
8.900000000000000133e-01,8.366090161802016700e-01,-1.794345211609162383e-01,3.361706777212554731e-01,-2.480969339973423254e-02,5.864741995099369276e-02
8.910000000000000142e-01,8.571676451878055270e-01,-1.833469605397939906e-01,2.889576126569157188e-01,-3.608581427939275277e-02,2.304453572103602396e-02
8.920000000000000151e-01,8.682263406457637611e-01,-2.290088453800169510e-01,3.093819086672654484e-01,-1.146460971726859929e-02,2.559838673006493981e-02
8.930000000000000160e-01,9.176993512649741502e-01,-1.843681874815309707e-01,2.566663659793130825e-01,-1.123021950349635707e-02,7.040123388766323514e-03
8.940000000000000169e-01,9.332679166438558882e-01,-1.541504675991788587e-01,2.642231861823877148e-01,-1.265614774099415099e-02,2.258925532428199962e-02
8.950000000000000178e-01,8.928963007109400607e-01,-1.165088241362400023e-01,2.069978442226579896e-01,3.272719233242950970e-02,2.147539572814697456e-02
8.960000000000000187e-01,8.833758046069727365e-01,-1.243779442031227034e-01,1.867768005168059520e-01,-7.027813160076952503e-04,3.241421730639688914e-02
8.970000000000000195e-01,9.271707205501210636e-01,-1.550805673988874256e-01,1.889802727085412581e-01,-3.872212565786394001e-02,3.278458020135213008e-02
8.980000000000000204e-01,8.569041151703170600e-01,-1.279908437639901142e-01,1.322184115960337025e-01,-5.650452031006943099e-02,6.105826382487283821e-02
8.990000000000000213e-01,8.395157658321131811e-01,-9.862258664695128241e-02,1.042300813673571747e-01,-2.146987944859915509e-02,1.521833821123821928e-03
9.000000000000000222e-01,8.571932186699503520e-01,-1.112929237917107267e-01,1.603730903655300744e-01,-3.093568017522758257e-02,5.375246573797577004e-02
9.010000000000000231e-01,8.165179943750570102e-01,-1.124986833419810983e-01,1.570844995750783069e-01,-1.316813492225019436e-02,2.238846542061381784e-02
9.020000000000000240e-01,7.759878086705355171e-01,-1.315420469870683395e-01,1.398429585947966181e-01,-6.279771471930156723e-02,8.508262519967941043e-03
9.030000000000000249e-01,7.354674787511897849e-01,-1.141581788342834192e-01,9.717679922540357895e-02,-5.996261329537784512e-02,-1.899373589524208650e-02
9.040000000000000258e-01,6.959884456167457767e-01,-1.205665815064847074e-01,7.266196864337737260e-02,-6.994115283367564884e-02,1.338169042597159297e-02
9.050000000000000266e-01,6.860643194730469130e-01,-7.789716906379647032e-02,4.944051858227803409e-02,-8.860669585812788740e-03,1.792497859799770804e-02
9.060000000000000275e-01,7.570362341808712925e-01,-1.196791787010307861e-01,4.863362174898730461e-03,-1.205100543584704080e-02,-9.754033051694688955e-03
9.070000000000000284e-01,7.786753391811962466e-01,-1.387119955267245575e-01,-2.110114357210701730e-02,2.994639891232286910e-02,4.336143309217092151e-02
9.080000000000000293e-01,7.652121855751488066e-01,-1.660570937951348636e-01,-3.217952213435686104e-02,3.424105959518023573e-02,6.329806899459562708e-02
9.090000000000000302e-01,7.482202909706273664e-01,-1.757189274061986550e-01,1.054287617092538459e-02,-1.122863115511924664e-02,6.469059610463974430e-02
9.100000000000000311e-01,7.493032197547599971e-01,-1.595661431631463234e-01,1.092723261818643113e-02,-8.613271174040440514e-03,8.153990808473426943e-02
9.110000000000000320e-01,7.862525138534023350e-01,-1.921473396205106154e-01,-7.499398507956689733e-03,-4.862597610483717497e-02,1.778044702118528053e-02
9.120000000000000329e-01,7.603049389771024957e-01,-2.150001855518756944e-01,2.057556553616269462e-02,-8.202007253767051864e-02,-4.644488637205838877e-02
9.130000000000000338e-01,7.439331557868837930e-01,-2.009618273417698719e-01,9.704279359621502399e-03,-6.824521511198976265e-02,-7.403837917586783557e-02
9.140000000000000346e-01,7.907487091634221033e-01,-1.721976844945551921e-01,8.334924824974603019e-03,-7.654037845406298779e-02,-9.880416329704391765e-02
9.150000000000000355e-01,8.026983110292612578e-01,-9.396683554864945775e-02,-2.750658385558288344e-02,-5.831404068759469400e-02,-4.888836452112482051e-02
9.160000000000000364e-01,7.128985401432614832e-01,-8.845627051415140552e-02,-4.189749103445938871e-02,-8.139497713428457681e-02,9.177656093828437389e-04
9.170000000000000373e-01,7.456685629318030584e-01,-1.358158307332141823e-01,-1.113548075025961592e-01,-5.126117608638218470e-02,2.932378561831553224e-02
9.180000000000000382e-01,7.495214134277483620e-01,-1.207217650935230868e-01,-9.624613598174647233e-02,1.288312065572325138e-04,3.766914299967882851e-02
9.190000000000000391e-01,7.746550895911080703e-01,-1.082343781438749042e-01,-1.152350940026910658e-01,1.190539008528892443e-03,4.486166772275296949e-02
9.200000000000000400e-01,7.844985935630623963e-01,-1.139277419752835752e-01,-9.906202955453453918e-02,-8.768299630030305936e-03,6.373195791564507939e-02
9.210000000000000409e-01,7.731493767000436890e-01,-1.516148179002580199e-01,-9.451086969421937378e-02,3.606670329126579477e-02,7.770525667234706724e-02
9.220000000000000417e-01,7.177794907847067085e-01,-2.327725004018608712e-01,-8.308864346338498685e-02,4.648552274277645974e-03,4.323147722029921369e-02
9.230000000000000426e-01,7.223762515589777777e-01,-2.431755597334201435e-01,-7.924180495632503207e-02,3.320173747630508765e-02,3.357919765921856675e-02
9.240000000000000435e-01,7.262579808245355206e-01,-3.109728271897221896e-01,-1.119492914577837062e-01,7.932037609812983558e-02,2.022195925336448680e-02
9.250000000000000444e-01,7.161360012901210048e-01,-2.843358801783568701e-01,-1.193413690723104381e-01,7.804832976327029381e-02,7.447099276449697935e-02
9.260000000000000453e-01,7.186486570278283192e-01,-2.795947259983501132e-01,-1.676347899359297011e-01,7.370690979353947125e-02,4.246285542867535984e-02
9.270000000000000462e-01,7.032475800634152563e-01,-2.777734318277993997e-01,-1.681705774173251622e-01,3.439679071895394846e-02,-1.818680881724467346e-02
9.280000000000000471e-01,7.340099549417946623e-01,-2.785265711551175860e-01,-1.203834262973211555e-01,2.265842884813840802e-02,-2.301508957118323512e-02
9.290000000000000480e-01,7.399215230203834981e-01,-3.563894341580783331e-01,-1.167692704468389492e-01,6.005677634510254992e-02,-1.429167347519589085e-02
9.300000000000000488e-01,7.055287082341167304e-01,-3.506287293302937647e-01,-5.192833816635190891e-02,1.055264814621959257e-01,-2.612527844506192659e-02
9.310000000000000497e-01,7.382136853295282464e-01,-3.406331584154911885e-01,-6.396558244832610540e-02,7.432790563500950298e-02,-6.736737421862887265e-02
9.320000000000000506e-01,7.576969213392370506e-01,-3.886258006787865482e-01,-7.237433165574543026e-02,1.148938977950919038e-01,-4.312914624410255082e-02
9.330000000000000515e-01,7.577098404807763865e-01,-3.702003502221327680e-01,-1.052821094730545248e-01,1.580358266403538992e-01,-3.375973130915242704e-02
9.340000000000000524e-01,7.618474403960111552e-01,-3.848856241858959470e-01,-1.222179937779490771e-01,1.485283376525330101e-01,2.434996598864591633e-04
9.350000000000000533e-01,7.626548533030172994e-01,-3.801974217273172973e-01,-1.438043053815097339e-01,1.277883882389273251e-01,-8.982403250066344283e-03
9.360000000000000542e-01,7.768779896704866017e-01,-3.665783852509457152e-01,-1.472966324131660121e-01,1.278522844185253082e-01,-5.077239009446945367e-02
9.370000000000000551e-01,7.030787902123233346e-01,-3.864341515549784001e-01,-1.398777887107052476e-01,1.373336095341975982e-01,-3.398716406405082047e-02
9.380000000000000560e-01,7.051194897981437615e-01,-4.065349707065695761e-01,-7.173618405085666061e-02,1.220173192791409317e-01,-1.747841096387200283e-02
9.390000000000000568e-01,6.696241327987642045e-01,-3.233231936891844405e-01,-6.846545850417502799e-02,1.613907417708116132e-01,-4.618326170061521491e-02
9.400000000000000577e-01,6.524688027166896109e-01,-3.453423606405193746e-01,-1.146092928632575780e-01,2.014004547567847248e-01,-1.988329843483106762e-02
